X=  0.00000, Y=  0.00000, th=  0.00000 
X=  0.00000, Y=  0.00000, th=  0.00000 
X=  0.00000, Y=  0.00000, th=  0.00000 
X=  0.24435, Y=  -0.00039, th=  -0.00318 
X=  0.48869, Y=  -0.00078, th=  0.00000 
X=  0.73304, Y=  -0.00039, th=  0.00318 
X=  0.97738, Y=  0.00000, th=  0.00000 
X=  1.46608, Y=  0.00000, th=  0.00000 
X=  1.71042, Y=  0.00039, th=  0.00318 
X=  2.44346, Y=  0.00156, th=  0.00000 
X=  2.68780, Y=  0.00194, th=  0.00318 
X=  3.17649, Y=  0.00350, th=  0.00318 
X=  3.90952, Y=  0.00700, th=  0.00637 
X=  4.64255, Y=  0.01050, th=  0.00318 
X=  5.13124, Y=  0.01205, th=  0.00318 
X=  5.61993, Y=  0.01361, th=  0.00318 
X=  6.59731, Y=  0.01672, th=  0.00318 
X=  7.08600, Y=  0.01828, th=  0.00318 
X=  7.81903, Y=  0.02177, th=  0.00637 
X=  8.55206, Y=  0.02527, th=  0.00318 
X=  9.04075, Y=  0.02683, th=  0.00318 
X=  9.77378, Y=  0.03033, th=  0.00637 
X=  10.50681, Y=  0.03383, th=  0.00318 
X=  11.48419, Y=  0.03694, th=  0.00318 
X=  11.97288, Y=  0.03849, th=  0.00318 
X=  12.95026, Y=  0.04160, th=  0.00318 
X=  13.43895, Y=  0.04316, th=  0.00318 
X=  14.41633, Y=  0.04627, th=  0.00318 
X=  15.14937, Y=  0.04744, th=  0.00000 
X=  16.12675, Y=  0.04744, th=  0.00000 
X=  16.61544, Y=  0.04744, th=  0.00000 
X=  17.59283, Y=  0.04744, th=  0.00000 
X=  18.57021, Y=  0.04744, th=  0.00000 
X=  19.05890, Y=  0.04744, th=  0.00000 
X=  20.03629, Y=  0.04744, th=  0.00000 
X=  21.01367, Y=  0.04744, th=  0.00000 
X=  21.99106, Y=  0.04744, th=  0.00000 
X=  22.72409, Y=  0.04627, th=  -0.00318 
X=  23.70147, Y=  0.04316, th=  -0.00318 
X=  24.67885, Y=  0.04005, th=  -0.00318 
X=  25.41189, Y=  0.03888, th=  0.00000 
X=  26.38928, Y=  0.03888, th=  0.00000 
X=  27.36666, Y=  0.03888, th=  0.00000 
X=  28.34404, Y=  0.03888, th=  0.00000 
X=  28.83274, Y=  0.03888, th=  0.00000 
X=  29.81012, Y=  0.03888, th=  0.00000 
X=  30.78751, Y=  0.03888, th=  0.00000 
X=  31.76489, Y=  0.03888, th=  0.00000 
X=  32.74227, Y=  0.03888, th=  0.00000 
X=  33.71966, Y=  0.03888, th=  0.00000 
X=  34.45270, Y=  0.03772, th=  -0.00318 
X=  35.18573, Y=  0.03655, th=  0.00000 
X=  36.16312, Y=  0.03655, th=  0.00000 
X=  36.89615, Y=  0.03772, th=  0.00318 
X=  37.87353, Y=  0.04083, th=  0.00318 
X=  38.85091, Y=  0.04394, th=  0.00318 
X=  39.58395, Y=  0.04510, th=  0.00000 
X=  40.56134, Y=  0.04510, th=  0.00000 
X=  41.29437, Y=  0.04627, th=  0.00318 
X=  42.02741, Y=  0.04744, th=  0.00000 
X=  42.76045, Y=  0.04860, th=  0.00318 
X=  43.73783, Y=  0.05171, th=  0.00318 
X=  44.71521, Y=  0.05483, th=  0.00318 
X=  45.44824, Y=  0.05599, th=  0.00000 
X=  46.18128, Y=  0.05716, th=  0.00318 
X=  46.91432, Y=  0.05832, th=  0.00000 
X=  47.64736, Y=  0.05949, th=  0.00318 
X=  48.62474, Y=  0.06260, th=  0.00318 
X=  49.60211, Y=  0.06571, th=  0.00318 
X=  50.09080, Y=  0.06727, th=  0.00318 
X=  51.06818, Y=  0.07038, th=  0.00318 
X=  51.55687, Y=  0.07193, th=  0.00318 
X=  52.53425, Y=  0.07504, th=  0.00318 
X=  53.51163, Y=  0.07815, th=  0.00318 
X=  54.24467, Y=  0.07932, th=  0.00000 
X=  55.22205, Y=  0.07932, th=  0.00000 
X=  55.95509, Y=  0.08049, th=  0.00318 
X=  56.44378, Y=  0.08204, th=  0.00318 
X=  57.42116, Y=  0.08515, th=  0.00318 
