PID:  2646
(600.0, 2600.0, 3.141592653589793)

setting speed to 200.00 0.00
(600.0, 2600.0, 3.141592653589793)
(600.0, 2600.0, 3.141592653589793)
(599.5462143944815, 2600.0, 3.141592653589793)
(599.5462143944815, 2600.0, 3.141592653589793)
(599.3193218896946, 2600.0003677165814, 3.1383513278360895)
(599.0924293849077, 2600.000735433163, 3.141592653589793)
(598.6386437793892, 2600.000735433163, 3.141592653589793)
(598.1848581738707, 2600.000735433163, 3.141592653589793)
(597.50418065951, 2600.001838582907, 3.1383513278360895)
(597.50418065951, 2600.001838582907, 3.1383513278360895)
(596.8235031451493, 2600.0029417326514, 3.141592653589793)
(596.1428256307886, 2600.0040448823956, 3.1383513278360895)
(595.4621481164279, 2600.00514803214, 3.141592653589793)
(594.5545769053908, 2600.00514803214, 3.141592653589793)
(593.8738993910301, 2600.006251181884, 3.1383513278360895)
(592.9663329475479, 2600.009192910673, 3.1383513278360895)
(592.2856554331872, 2600.010296060417, 3.141592653589793)
(591.3780842221502, 2600.010296060417, 3.141592653589793)
(590.4705130111131, 2600.010296060417, 3.141592653589793)
(589.7898354967524, 2600.009192910673, -3.1383513278360895)
(588.8822690532702, 2600.006251181884, -3.1383513278360895)
(587.974702609788, 2600.0033094530954, -3.1383513278360895)
(587.0671361663058, 2600.0003677243067, -3.1383513278360895)
(586.1595697228236, 2599.997425995518, -3.1383513278360895)
(585.2520032793414, 2599.994484266729, -3.1383513278360895)
(584.3444368358591, 2599.9915425379404, -3.1383513278360895)
(584.3444368358591, 2599.9915425379404, -3.1383513278360895)
(583.4368703923769, 2599.9886008091516, -3.1383513278360895)
(582.3024078684425, 2599.986762226244, -3.141592653589793)
(581.3948366574054, 2599.986762226244, -3.141592653589793)
(580.260374133471, 2599.9849236433365, -3.1383513278360895)
(579.3528076899888, 2599.9819819145478, -3.1383513278360895)
(578.2183451660544, 2599.98014333164, -3.141592653589793)
(577.08388264212, 2599.9783047487326, -3.1383513278360895)
(576.1763161986378, 2599.975363019944, -3.1383513278360895)
(575.2687497551556, 2599.972421291155, -3.1383513278360895)
(574.1342991500925, 2599.966905561749, -3.135110002082386)
(572.9998485450294, 2599.9613898323432, -3.1383513278360895)
(571.6384988798061, 2599.9569772391606, -3.1383513278360895)
(570.7309324363239, 2599.954035510372, -3.1383513278360895)
(569.8233659928417, 2599.951093781583, -3.1383513278360895)
(568.4620163276184, 2599.9466811884004, -3.1383513278360895)
(567.100666662395, 2599.9422685952177, -3.1383513278360895)
(566.1931002189128, 2599.939326866429, -3.1383513278360895)
(565.0586376949784, 2599.9374882835214, -3.141592653589793)
(563.6972808784228, 2599.9374882835214, -3.141592653589793)
(562.7897096673858, 2599.9374882835214, -3.141592653589793)
(562.7897096673858, 2599.9374882835214, -3.141592653589793)
(561.6552471434513, 2599.935649700614, -3.1383513278360895)
(560.5207846195169, 2599.9338111177062, -3.141592653589793)
(559.1594278029613, 2599.9338111177062, -3.141592653589793)
(558.0249652790269, 2599.9319725347987, -3.1383513278360895)
(556.8905027550925, 2599.930133951891, -3.141592653589793)
(555.5291459385369, 2599.930133951891, -3.141592653589793)
(554.6215747274998, 2599.930133951891, -3.141592653589793)
(553.4871122035654, 2599.9282953689835, -3.1383513278360895)
(552.352649679631, 2599.926456786076, -3.141592653589793)
(550.9912928630754, 2599.926456786076, -3.141592653589793)
(549.856830339141, 2599.9246182031684, -3.1383513278360895)
(548.9492638956588, 2599.9216764743796, -3.1383513278360895)
(547.5879142304354, 2599.917263881197, -3.1383513278360895)
(546.6803477869532, 2599.914322152408, -3.1383513278360895)
(545.3189981217299, 2599.9099095592255, -3.1383513278360895)
(544.4114316782477, 2599.9069678304368, -3.1383513278360895)
(543.5038652347655, 2599.904026101648, -3.1383513278360895)
(542.3694146297024, 2599.898510372242, -3.135110002082386)
(541.2349640246393, 2599.892994642836, -3.1383513278360895)
(540.1005134195763, 2599.88747891343, -3.135110002082386)
(540.1005134195763, 2599.88747891343, -3.135110002082386)
(538.9660628145132, 2599.8819631840242, -3.1383513278360895)
(538.058496371031, 2599.8790214552355, -3.1383513278360895)
(536.9240457659679, 2599.8735057258295, -3.135110002082386)
(536.0164936251, 2599.867622299159, -3.135110002082386)
(534.8820430200369, 2599.862106569753, -3.1383513278360895)
(533.7475924149738, 2599.856590840347, -3.135110002082386)
(532.6131418099108, 2599.851075110941, -3.1383513278360895)
(531.7055753664285, 2599.8481333821524, -3.1383513278360895)
(530.5711247613655, 2599.8426176527464, -3.135110002082386)
(529.6635726204976, 2599.836734226076, -3.135110002082386)
(528.7560204796297, 2599.830850799405, -3.135110002082386)
(527.6215698745666, 2599.8253350699993, -3.1383513278360895)
(526.4871192695035, 2599.8198193405933, -3.135110002082386)
(525.3526686644404, 2599.8143036111874, -3.1383513278360895)
(524.4451022209582, 2599.8113618823986, -3.1383513278360895)
(523.3106516158952, 2599.8058461529927, -3.135110002082386)
(522.4030994750273, 2599.799962726322, -3.135110002082386)
(521.2686488699642, 2599.794446996916, -3.1383513278360895)
(519.9072992047409, 2599.7900344037334, -3.1383513278360895)
(518.9997327612587, 2599.7870926749447, -3.1383513278360895)
(518.9997327612587, 2599.7870926749447, -3.1383513278360895)
(518.0921663177764, 2599.784150946156, -3.1383513278360895)
(516.9577157127134, 2599.77863521675, -3.135110002082386)
(515.8232651076503, 2599.773119487344, -3.1383513278360895)
(514.9156986641681, 2599.7701777585553, -3.1383513278360895)
(513.5543489989448, 2599.7657651653726, -3.1383513278360895)
(512.6467825554626, 2599.762823436584, -3.1383513278360895)
(511.73921611198034, 2599.759881707795, -3.1383513278360895)
(510.83164966849813, 2599.7569399790063, -3.1383513278360895)
(509.47030000327476, 2599.7525273858237, -3.1383513278360895)
(508.56273355979255, 2599.749585657035, -3.1383513278360895)
(507.4282710358581, 2599.7477470741273, -3.141592653589793)
